taxid,parent_taxid,name,rank,lineage_taxids,lineage,nchildren,ngenomes
570446,165695,Sphingobium faniae,species,"2, 1224, 28211, 204457, 41297, 165695, 570446",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium faniae,0,1
595605,165695,Sphingobium wenxiniae,species,"2, 1224, 28211, 204457, 41297, 165695, 595605",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium wenxiniae,0,1
627688,165695,Sphingobium subterraneum,species,"2, 1224, 28211, 204457, 41297, 165695, 627688",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium subterraneum,0,1
870476,165695,Sphingobium jiangsuense,species,"2, 1224, 28211, 204457, 41297, 165695, 870476",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium jiangsuense,0,1
944425,165695,Sphingobium fontiphilum,species,"2, 1224, 28211, 204457, 41297, 165695, 944425",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium fontiphilum,0,1
1007511,165695,Sphingobium limneticum,species,"2, 1224, 28211, 204457, 41297, 165695, 1007511",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium limneticum,0,1
1082345,165695,Sphingobium boeckii,species,"2, 1224, 28211, 204457, 41297, 165695, 1082345",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium boeckii,0,1
1132417,165695,Sphingobium cupriresistens,species,"2, 1224, 28211, 204457, 41297, 165695, 1132417",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium cupriresistens,0,1
1332080,165695,Sphingobium baderi,species,"2, 1224, 28211, 204457, 41297, 165695, 1332080",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium baderi,0,1
1335760,165695,Sphingobium bisphenolivorans,species,"2, 1224, 28211, 204457, 41297, 165695, 1335760",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium bisphenolivorans,0,1
1387165,165695,Sphingobium xanthum,species,"2, 1224, 28211, 204457, 41297, 165695, 1387165",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium xanthum,0,1
1404341,165695,Sphingobium scionense,species,"2, 1224, 28211, 204457, 41297, 165695, 1404341",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium scionense,0,1
1577690,165695,Sphingobium estronivorans,species,"2, 1224, 28211, 204457, 41297, 165695, 1577690",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium estronivorans,0,1
1592790,165695,Sphingobium phenoxybenzoativorans,species,"2, 1224, 28211, 204457, 41297, 165695, 1592790",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium phenoxybenzoativorans,0,1
2008318,165695,Sphingobium algorifonticola,species,"2, 1224, 28211, 204457, 41297, 165695, 2008318",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium algorifonticola,0,1
2506423,165695,Sphingobium fluviale,species,"2, 1224, 28211, 204457, 41297, 165695, 2506423",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium fluviale,0,1
2728834,165695,Sphingobium psychrophilum,species,"2, 1224, 28211, 204457, 41297, 165695, 2728834",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium Sphingobium psychrophilum,0,1
165696,41297,Novosphingobium,genus,"2, 1224, 28211, 204457, 41297, 165696",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium,36,36
13688,165696,Novosphingobium capsulatum,species,"2, 1224, 28211, 204457, 41297, 165696, 13688",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium capsulatum,0,1
48935,165696,Novosphingobium aromaticivorans,species,"2, 1224, 28211, 204457, 41297, 165696, 48935",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium aromaticivorans,0,1
48936,165696,Novosphingobium subterraneum,species,"2, 1224, 28211, 204457, 41297, 165696, 48936",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium subterraneum,0,1
76978,165696,Novosphingobium rosa,species,"2, 1224, 28211, 204457, 41297, 165696, 76978",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium rosa,0,1
145287,165696,Novosphingobium lentum,species,"2, 1224, 28211, 204457, 41297, 165696, 145287",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium lentum,0,1
158500,165696,Novosphingobium resinovorum,species,"2, 1224, 28211, 204457, 41297, 165696, 158500",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium resinovorum,0,1
173676,165696,Novosphingobium hassiacum,species,"2, 1224, 28211, 204457, 41297, 165696, 173676",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium hassiacum,0,1
205844,165696,Novosphingobium pentaromativorans,species,"2, 1224, 28211, 204457, 41297, 165696, 205844",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium pentaromativorans,0,1
260085,165696,Novosphingobium taihuense,species,"2, 1224, 28211, 204457, 41297, 165696, 260085",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium taihuense,0,1
273168,165696,Novosphingobium naphthalenivorans,species,"2, 1224, 28211, 204457, 41297, 165696, 273168",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium naphthalenivorans,0,1
378548,165696,Novosphingobium nitrogenifigens,species,"2, 1224, 28211, 204457, 41297, 165696, 378548",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium nitrogenifigens,0,1
428990,165696,Novosphingobium mathurense,species,"2, 1224, 28211, 204457, 41297, 165696, 428990",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium mathurense,0,1
462949,165696,Novosphingobium indicum,species,"2, 1224, 28211, 204457, 41297, 165696, 462949",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium indicum,0,1
505248,165696,Novosphingobium acidiphilum,species,"2, 1224, 28211, 204457, 41297, 165696, 505248",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium acidiphilum,0,1
563162,165696,Novosphingobium sediminicola,species,"2, 1224, 28211, 204457, 41297, 165696, 563162",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium sediminicola,0,1
707214,165696,Novosphingobium sediminis,species,"2, 1224, 28211, 204457, 41297, 165696, 707214",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium sediminis,0,1
1117702,165696,Novosphingobium fuchskuhlense,species,"2, 1224, 28211, 204457, 41297, 165696, 1117702",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium fuchskuhlense,0,1
1176536,165696,Novosphingobium ginsenosidimutans,species,"2, 1224, 28211, 204457, 41297, 165696, 1176536",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium ginsenosidimutans,0,1
1211806,165696,Novosphingobium kunmingense,species,"2, 1224, 28211, 204457, 41297, 165696, 1211806",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium kunmingense,0,1
1256513,165696,Novosphingobium colocasiae,species,"2, 1224, 28211, 204457, 41297, 165696, 1256513",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium colocasiae,0,1
1256514,165696,Novosphingobium arvoryzae,species,"2, 1224, 28211, 204457, 41297, 165696, 1256514",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium arvoryzae,0,1
1329895,165696,Novosphingobium lindaniclasticum,species,"2, 1224, 28211, 204457, 41297, 165696, 1329895",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium lindaniclasticum,0,1
1348853,165696,Novosphingobium malaysiense,species,"2, 1224, 28211, 204457, 41297, 165696, 1348853",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium malaysiense,0,1
1391222,165696,Novosphingobium fluoreni,species,"2, 1224, 28211, 204457, 41297, 165696, 1391222",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium fluoreni,0,1
1420591,165696,Novosphingobium barchaimii,species,"2, 1224, 28211, 204457, 41297, 165696, 1420591",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium barchaimii,0,1
1507448,165696,Novosphingobium piscinae,species,"2, 1224, 28211, 204457, 41297, 165696, 1507448",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium piscinae,0,1
1514948,165696,Novosphingobium marinum,species,"2, 1224, 28211, 204457, 41297, 165696, 1514948",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium marinum,0,1
1770194,165696,Novosphingobium pokkalii,species,"2, 1224, 28211, 204457, 41297, 165696, 1770194",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium pokkalii,0,1
1774954,165696,Novosphingobium profundi,species,"2, 1224, 28211, 204457, 41297, 165696, 1774954",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium profundi,0,1
1778672,165696,Novosphingobium flavum,species,"2, 1224, 28211, 204457, 41297, 165696, 1778672",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium flavum,0,1
1850347,165696,Novosphingobium guangzhouense,species,"2, 1224, 28211, 204457, 41297, 165696, 1850347",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium guangzhouense,0,1
1955250,165696,Novosphingobium endophyticum,species,"2, 1224, 28211, 204457, 41297, 165696, 1955250",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium endophyticum,0,1
2202251,165696,Novosphingobium meiothermophilum,species,"2, 1224, 28211, 204457, 41297, 165696, 2202251",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium meiothermophilum,0,1
2728851,165696,Novosphingobium olei,species,"2, 1224, 28211, 204457, 41297, 165696, 2728851",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium olei,0,1
2791981,165696,Novosphingobium jiangmenense,species,"2, 1224, 28211, 204457, 41297, 165696, 2791981",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium jiangmenense,0,1
2839843,165696,Novosphingobium aerophilum,species,"2, 1224, 28211, 204457, 41297, 165696, 2839843",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium Novosphingobium aerophilum,0,1
165697,41297,Sphingopyxis,genus,"2, 1224, 28211, 204457, 41297, 165697",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis,16,16
33050,165697,Sphingopyxis macrogoltabida,species,"2, 1224, 28211, 204457, 41297, 165697, 33050",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis macrogoltabida,0,1
33052,165697,Sphingopyxis terrae,species,"2, 1224, 28211, 204457, 41297, 165697, 33052",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis terrae,0,1
117207,165697,Sphingopyxis alaskensis,species,"2, 1224, 28211, 204457, 41297, 165697, 117207",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis alaskensis,0,1
173675,165697,Sphingopyxis witflariensis,species,"2, 1224, 28211, 204457, 41297, 165697, 173675",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis witflariensis,0,1
267128,165697,Sphingopyxis granuli,species,"2, 1224, 28211, 204457, 41297, 165697, 267128",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis granuli,0,1
363841,165697,Sphingopyxis panaciterrae,species,"2, 1224, 28211, 204457, 41297, 165697, 363841",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis panaciterrae,0,1
436663,165697,Sphingopyxis indica,species,"2, 1224, 28211, 204457, 41297, 165697, 436663",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis indica,0,1
462372,165697,Sphingopyxis panaciterrulae,species,"2, 1224, 28211, 204457, 41297, 165697, 462372",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis panaciterrulae,0,1
592051,165697,Sphingopyxis soli,species,"2, 1224, 28211, 204457, 41297, 165697, 592051",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis soli,0,1
651663,165697,Sphingopyxis bauzanensis,species,"2, 1224, 28211, 204457, 41297, 165697, 651663",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis bauzanensis,0,1
1129133,165697,Sphingopyxis italica,species,"2, 1224, 28211, 204457, 41297, 165697, 1129133",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis italica,0,1
1507287,165697,Sphingopyxis flava,species,"2, 1224, 28211, 204457, 41297, 165697, 1507287",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis flava,0,1
1515612,165697,Sphingopyxis fribergensis,species,"2, 1224, 28211, 204457, 41297, 165697, 1515612",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis fribergensis,0,1
1886788,165697,Sphingopyxis solisilvae,species,"2, 1224, 28211, 204457, 41297, 165697, 1886788",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis solisilvae,0,1
2054227,165697,Sphingopyxis lindanitolerans,species,"2, 1224, 28211, 204457, 41297, 165697, 2054227",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis lindanitolerans,0,1
2484145,165697,Sphingopyxis microcysteis,species,"2, 1224, 28211, 204457, 41297, 165697, 2484145",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingopyxis Sphingopyxis microcysteis,0,1
1124625,41297,Stakelama,genus,"2, 1224, 28211, 204457, 41297, 1124625",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Stakelama,2,2
463200,1124625,Stakelama sediminis,species,"2, 1224, 28211, 204457, 41297, 1124625, 463200",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Stakelama Stakelama sediminis,0,1
517720,1124625,Stakelama pacifica,species,"2, 1224, 28211, 204457, 41297, 1124625, 517720",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Stakelama Stakelama pacifica,0,1
1227948,41297,Sphingomicrobium,genus,"2, 1224, 28211, 204457, 41297, 1227948",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomicrobium,1,1
515949,1227948,Sphingomicrobium lutaoense,species,"2, 1224, 28211, 204457, 41297, 1227948, 515949",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomicrobium Sphingomicrobium lutaoense,0,1
1234545,41297,Parasphingopyxis,genus,"2, 1224, 28211, 204457, 41297, 1234545",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Parasphingopyxis,2,2
680125,1234545,Parasphingopyxis lamellibrachiae,species,"2, 1224, 28211, 204457, 41297, 1234545, 680125",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Parasphingopyxis Parasphingopyxis lamellibrachiae,0,1
2026624,1234545,Parasphingopyxis algicola,species,"2, 1224, 28211, 204457, 41297, 1234545, 2026624",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Parasphingopyxis Parasphingopyxis algicola,0,1
1434046,41297,Sphingorhabdus,genus,"2, 1224, 28211, 204457, 41297, 1434046",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingorhabdus,6,6
392610,1434046,Sphingorhabdus lacus,species,"2, 1224, 28211, 204457, 41297, 1434046, 392610",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingorhabdus Sphingorhabdus lacus,0,1
940136,1434046,Sphingorhabdus wooponensis,species,"2, 1224, 28211, 204457, 41297, 1434046, 940136",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingorhabdus Sphingorhabdus wooponensis,0,1
1282858,1434046,Sphingorhabdus rigui,species,"2, 1224, 28211, 204457, 41297, 1434046, 1282858",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingorhabdus Sphingorhabdus rigui,0,1
1343899,1434046,Sphingorhabdus contaminans,species,"2, 1224, 28211, 204457, 41297, 1434046, 1343899",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingorhabdus Sphingorhabdus contaminans,0,1
2509718,1434046,Sphingorhabdus profundilacus,species,"2, 1224, 28211, 204457, 41297, 1434046, 2509718",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingorhabdus Sphingorhabdus profundilacus,0,1
2601267,1434046,Sphingorhabdus soli,species,"2, 1224, 28211, 204457, 41297, 1434046, 2601267",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingorhabdus Sphingorhabdus soli,0,1
1649486,41297,Rhizorhabdus,genus,"2, 1224, 28211, 204457, 41297, 1649486",Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Rhizorhabdus,3,3
